app_id,order,ctx0,ctx1,ctx2,ctx3,next_op,count,prob
4,4,25,31,2,3,4,16,1.000000
4,4,25,31,2,23,4,8,1.000000
4,4,25,31,2,24,40,3,1.000000
4,4,25,31,2,25,22,2,1.000000
4,4,25,31,2,33,27,2,0.400000
4,4,25,31,2,33,39,2,0.400000
4,4,25,31,2,33,34,1,0.200000
4,4,26,31,2,3,4,9,1.000000
4,4,26,31,2,23,4,7,1.000000
4,4,26,31,2,24,40,5,1.000000
4,4,26,31,2,33,27,1,0.500000
4,4,26,31,2,33,28,1,0.500000
4,4,27,4,5,2,3,8,0.296296
4,4,27,4,5,2,33,6,0.222222
4,4,27,4,5,2,23,5,0.185185
4,4,27,4,5,2,24,5,0.185185
4,4,27,4,5,2,32,3,0.111111
4,4,27,4,5,23,4,3,1.000000
4,4,27,4,5,24,40,2,1.000000
4,4,27,4,5,29,31,49,1.000000
4,4,27,4,5,31,2,52,0.928571
4,4,27,4,5,31,3,4,0.071429
4,4,28,4,5,2,3,2,0.500000
4,4,28,4,5,2,23,1,0.250000
4,4,28,4,5,2,24,1,0.250000
4,4,28,4,5,23,4,3,1.000000
4,4,28,4,5,24,40,4,1.000000
4,4,28,4,5,31,2,42,0.913043
4,4,28,4,5,31,3,4,0.086957
4,4,29,31,2,3,4,24,1.000000
4,4,29,31,2,23,4,7,1.000000
4,4,29,31,2,24,40,8,1.000000
4,4,29,31,2,32,23,1,0.500000
4,4,29,31,2,32,33,1,0.500000
4,4,29,31,2,33,27,5,0.625000
4,4,29,31,2,33,34,3,0.375000
4,4,30,5,2,3,4,13,1.000000
4,4,30,5,2,23,4,7,1.000000
4,4,30,5,2,24,40,9,1.000000
4,4,30,5,2,32,33,5,1.000000
4,4,30,5,2,33,28,2,0.500000
4,4,30,5,2,33,27,1,0.250000
4,4,30,5,2,33,34,1,0.250000
4,4,30,5,6,7,5,2,1.000000
4,4,30,5,9,5,2,43,0.934783
4,4,30,5,9,5,22,2,0.043478
4,4,30,5,9,5,31,1,0.021739
4,4,30,5,31,2,3,42,0.466667
4,4,30,5,31,2,23,22,0.244444
4,4,30,5,31,2,24,16,0.177778
4,4,30,5,31,2,33,7,0.077778
4,4,30,5,31,2,32,2,0.022222
4,4,30,5,31,2,25,1,0.011111
4,4,30,5,41,2,23,2,0.666667
4,4,30,5,41,2,3,1,0.333333
4,4,31,2,3,4,5,640,1.000000
4,4,31,2,23,4,5,350,1.000000
4,4,31,2,24,40,4,259,1.000000
4,4,31,2,25,22,21,18,1.000000
4,4,31,2,32,23,4,18,1.000000
4,4,31,2,32,32,3,22,0.916667
4,4,31,2,32,32,33,2,0.083333
4,4,31,2,32,33,27,20,0.740741
4,4,31,2,32,33,28,3,0.111111
4,4,31,2,32,33,34,2,0.074074
4,4,31,2,32,33,39,2,0.074074
4,4,31,2,33,27,4,78,1.000000
4,4,31,2,33,28,4,35,1.000000
4,4,31,2,33,32,34,8,1.000000
4,4,31,2,33,34,35,78,1.000000
4,4,31,2,33,39,4,35,1.000000
4,4,31,3,4,5,2,11,0.733333
4,4,31,3,4,5,14,1,0.066667
4,4,31,3,4,5,17,1,0.066667
4,4,31,3,4,5,18,1,0.066667
4,4,31,3,4,5,31,1,0.066667
4,4,31,23,4,5,2,4,0.400000
4,4,31,23,4,5,22,2,0.200000
4,4,31,23,4,5,4,1,0.100000
4,4,31,23,4,5,18,1,0.100000
4,4,31,23,4,5,24,1,0.100000
4,4,31,23,4,5,31,1,0.100000
4,4,31,28,4,5,2,2,1.000000
4,4,31,33,2,23,4,1,1.000000
4,4,31,33,2,24,40,1,1.000000
4,4,31,33,2,33,28,1,1.000000
4,4,31,33,27,4,5,1,1.000000
4,4,31,33,39,4,5,1,1.000000
