process_name,event_count,mapped_app,mapping_type,mapping_reason,is_system,is_in_target_vocab,type
com.tmri.app.harmony12123,3,,unresolved,no safe mapping rule matched,False,False,unresolved
com.tuzi.bookkeeping,3,,unresolved,no safe mapping rule matched,False,False,unresolved
com.umooc.course,3,,unresolved,no safe mapping rule matched,False,False,unresolved
com.whyactions.authenticatorcenter,3,,unresolved,no safe mapping rule matched,False,False,unresolved
com.wifi.hm,3,,unresolved,no safe mapping rule matched,False,False,unresolved
com.wmall.harmo,3,,unresolved,no safe mapping rule matched,False,False,unresolved
com.xlaigc.neoimaging,3,,unresolved,no safe mapping rule matched,False,False,unresolved
com.xmgod.promptassistant,3,,unresolved,no safe mapping rule matched,False,False,unresolved
com.xueqiu.hm,3,,unresolved,no safe mapping rule matched,False,False,unresolved
com.yiban.harmonyapp,3,,unresolved,no safe mapping rule matched,False,False,unresolved
com.youxuedianzi.xuehuliHarmonyApp,3,,unresolved,no safe mapping rule matched,False,False,unresolved
com.yulian.cejuceliang.hm,3,,unresolved,no safe mapping rule matched,False,False,unresolved
com.zbchhub.voiceledger,3,,unresolved,"category browser is ambiguous or unavailable in app_vocab.json: 华为浏览器,海泰浏览器",False,False,unresolved
com.zhumaharmonyonline.exercise,3,,unresolved,no safe mapping rule matched,False,False,unresolved
com.zhutu.meinc,3,,unresolved,no safe mapping rule matched,False,False,unresolved
com.zpwdsc.dis,3,,unresolved,no safe mapping rule matched,False,False,unresolved
com.ztnet.mzt,3,,unresolved,no safe mapping rule matched,False,False,unresolved
com.zykeji.kxtq.huawei,3,,unresolved,no safe mapping rule matched,False,False,unresolved
io.typora.hmpc,3,,unresolved,no safe mapping rule matched,False,False,unresolved
ldtx.huawei.com,3,,unresolved,no safe mapping rule matched,False,False,unresolved
net.huanci.hsjpro,3,,unresolved,no safe mapping rule matched,False,False,unresolved
org.yzy.gorilla,3,,unresolved,no safe mapping rule matched,False,False,unresolved
qh.kjl.client,3,,unresolved,no safe mapping rule matched,False,False,unresolved
ren.yuan.xueheng,3,,unresolved,no safe mapping rule matched,False,False,unresolved
top.frankhan.resk,3,,unresolved,no safe mapping rule matched,False,False,unresolved
yylx.hny.qwq,3,,unresolved,no safe mapping rule matched,False,False,unresolved
zmqx.xsnd.wxkhmos,3,,unresolved,no safe mapping rule matched,False,False,unresolved
Color.com.Tools,2,,unresolved,no safe mapping rule matched,False,False,unresolved
WealthAccounting.hhxw.cc,2,,unresolved,no safe mapping rule matched,False,False,unresolved
app.xmind.cronut,2,mindmaster,alias,explicit process alias: app.xmind.cronut,False,True,app
caitty.com.CheckInEveryday,2,,unresolved,no safe mapping rule matched,False,False,unresolved
cn.com.livelab.huawei,2,,unresolved,no safe mapping rule matched,False,False,unresolved
cn.coremail.chordmail,2,coremail,package_match,package contains Coremail,False,True,app
cn.hmtsc.samba,2,,unresolved,no safe mapping rule matched,False,False,unresolved
cn.jj.mahjong.hm,2,,unresolved,no safe mapping rule matched,False,False,unresolved
cn.xiaolongonly.andpods,2,,unresolved,no safe mapping rule matched,False,False,unresolved
com.actgames.jiangmu,2,,unresolved,no safe mapping rule matched,False,False,unresolved
com.airtouch.app,2,,unresolved,no safe mapping rule matched,False,False,unresolved
com.aitutor.hippo,2,,unresolved,no safe mapping rule matched,False,False,unresolved
com.aloereed.aloesend,2,,unresolved,no safe mapping rule matched,False,False,unresolved
com.aqgctk.hm.youliyouhuo,2,,unresolved,no safe mapping rule matched,False,False,unresolved
com.atomicservice.5765880207855247671,2,,system,system/background service rule,True,False,system
com.atomicservice.5765880207855419893,2,,system,system/background service rule,True,False,system
com.atomicservice.5765880207855877209,2,,system,system/background service rule,True,False,system
com.atomicservice.6917559410059285149,2,,system,system/background service rule,True,False,system
com.atomicservice.6917571344110253030,2,,system,system/background service rule,True,False,system
com.atomicservice.6917587981061209453,2,,system,system/background service rule,True,False,system
com.atomicservice.6917588329064524976,2,,system,system/background service rule,True,False,system
com.babychemistry.lanmin,2,,unresolved,no safe mapping rule matched,False,False,unresolved
com.banyunjuhe.pchmos.hyplayer,2,华为视频,category_fallback,recognized video; app_vocab.json has one candidate: 华为视频,False,True,app
com.blulion.barber_harmony,2,,unresolved,no safe mapping rule matched,False,False,unresolved
com.bosera.BoseraFundApp,2,,unresolved,no safe mapping rule matched,False,False,unresolved
com.bym.hm.fangdichan,2,,unresolved,no safe mapping rule matched,False,False,unresolved
com.bym.hm.yixuejichu,2,,unresolved,no safe mapping rule matched,False,False,unresolved
com.bym.hm.zhongyidoctor,2,WPS,category_fallback,recognized office; app_vocab.json has one candidate: WPS,False,True,app
com.ch999.mallapp,2,,unresolved,no safe mapping rule matched,False,False,unresolved
com.chaoranxin.chat,2,,unresolved,no safe mapping rule matched,False,False,unresolved
com.chinapost.harmonyapp,2,,unresolved,no safe mapping rule matched,False,False,unresolved
com.chintanneng.gfxzhyhar,2,,unresolved,no safe mapping rule matched,False,False,unresolved
com.chrming.NoteMusic,2,华为音乐,category_fallback,recognized music; app_vocab.json has one candidate: 华为音乐,False,True,app
com.cnki.homeng.cnkimobile,2,,unresolved,no safe mapping rule matched,False,False,unresolved
com.cnvcs.xiangqi.hm,2,,unresolved,no safe mapping rule matched,False,False,unresolved
com.cscjapp.python.hw,2,,unresolved,no safe mapping rule matched,False,False,unresolved
com.ctc.pdfer,2,,unresolved,no safe mapping rule matched,False,False,unresolved
com.cytd.cyyjjzshm,2,,unresolved,no safe mapping rule matched,False,False,unresolved
com.deepcjzntai.khvulb.hm,2,,unresolved,no safe mapping rule matched,False,False,unresolved
com.develop.opensource.ohdpc.jdk.bishengjdk17,2,,unresolved,no safe mapping rule matched,False,False,unresolved
com.dgzq.zzbhos,2,,unresolved,no safe mapping rule matched,False,False,unresolved
com.dingtalk.hmos.pc:screencast,2,钉钉,alias,explicit process alias: com.dingtalk.hmos.pc,False,True,app
com.dlxx.mam.Internal,2,,unresolved,no safe mapping rule matched,False,False,unresolved
com.dong.weiqi,2,,unresolved,no safe mapping rule matched,False,False,unresolved
com.dongffl.baifude.haros,2,,unresolved,no safe mapping rule matched,False,False,unresolved
com.dongwuyuan.baby,2,,unresolved,no safe mapping rule matched,False,False,unresolved
com.dqme.yougehms,2,,unresolved,no safe mapping rule matched,False,False,unresolved
com.drvoice.flutterapp,2,,unresolved,no safe mapping rule matched,False,False,unresolved
com.dunodoge.arklearn,2,,unresolved,no safe mapping rule matched,False,False,unresolved
com.eduyun.app.factory.ykt,2,,unresolved,no safe mapping rule matched,False,False,unresolved
com.epson.printandscan,2,,unresolved,no safe mapping rule matched,False,False,unresolved
com.exagear.ed302,2,,unresolved,no safe mapping rule matched,False,False,unresolved
com.example.app70p01p01,2,,unresolved,no safe mapping rule matched,False,False,unresolved
com.example.time.plane,2,,unresolved,no safe mapping rule matched,False,False,unresolved
com.example.xxwidgt,2,,unresolved,no safe mapping rule matched,False,False,unresolved
com.example.youshiyun,2,,unresolved,no safe mapping rule matched,False,False,unresolved
com.fanli.hmos.apps,2,,unresolved,no safe mapping rule matched,False,False,unresolved
com.gaoping.makewallpaper_harmony,2,,unresolved,no safe mapping rule matched,False,False,unresolved
com.ggeye.exam.kjzj,2,,unresolved,no safe mapping rule matched,False,False,unresolved
com.gh.gamecenter,2,,unresolved,no safe mapping rule matched,False,False,unresolved
com.gstarcad.hmos.gcad,2,,unresolved,no safe mapping rule matched,False,False,unresolved
com.guokaoxitong.iapp,2,,unresolved,no safe mapping rule matched,False,False,unresolved
com.guzhuo.youyi,2,,unresolved,no safe mapping rule matched,False,False,unresolved
com.gzsunj.jread,2,,unresolved,no safe mapping rule matched,False,False,unresolved
com.gzsunj.syphoto,2,,unresolved,no safe mapping rule matched,False,False,unresolved
com.haidii.sw_gjxdhycd_10012,2,,unresolved,no safe mapping rule matched,False,False,unresolved
com.hamo.clock,2,,unresolved,no safe mapping rule matched,False,False,unresolved
com.hcp.ieltsbrohospc,2,,unresolved,no safe mapping rule matched,False,False,unresolved
com.hjwordgames,2,,unresolved,no safe mapping rule matched,False,False,unresolved
com.hmxz.nhmv,2,,unresolved,no safe mapping rule matched,False,False,unresolved
com.hmys.kdhwjbfl,2,,unresolved,no safe mapping rule matched,False,False,unresolved
com.hos.korean,2,,unresolved,no safe mapping rule matched,False,False,unresolved
com.hos.yshb.distanceday,2,,unresolved,no safe mapping rule matched,False,False,unresolved
com.hos.yshb.vedio,2,,unresolved,no safe mapping rule matched,False,False,unresolved
com.ht.ztk,2,,unresolved,no safe mapping rule matched,False,False,unresolved
com.huawei.devecostudiocom.huawei.devecostudio:entry:BackgroundAbility:0,2,悟空图像,alias,explicit process alias: com.huawei.devecostudio,False,True,app
com.huawei.devecostudiocom.huawei.devecostudio:entry:BackgroundAbility:4,2,悟空图像,alias,explicit process alias: com.huawei.devecostudio,False,True,app
com.huawei.hmos.aidataservice,2,,system,system/background service rule,True,False,system
com.huawei.hmos.ouc,2,,system,system/background service rule,True,False,system
com.huawei.hms.myfamily,2,,system,system/background service rule,True,False,system
com.huwai.baby,2,,unresolved,no safe mapping rule matched,False,False,unresolved
com.hxkj.huida,2,,unresolved,no safe mapping rule matched,False,False,unresolved
com.hxmengd29.hmapp,2,,unresolved,no safe mapping rule matched,False,False,unresolved
com.hz.hm.jsjsxlmnq.huawei,2,,unresolved,no safe mapping rule matched,False,False,unresolved
com.hzdajiu.stay,2,,unresolved,no safe mapping rule matched,False,False,unresolved
com.iflytek.inputmethod.iFlytekInputIME,2,,unresolved,no safe mapping rule matched,False,False,unresolved
com.iorder.hap,2,,unresolved,no safe mapping rule matched,False,False,unresolved
com.jlzg.app,2,,unresolved,no safe mapping rule matched,False,False,unresolved
com.junglefisher.clothing,2,,unresolved,no safe mapping rule matched,False,False,unresolved
com.just_soft.local_music.hm,2,华为音乐,category_fallback,recognized music; app_vocab.json has one candidate: 华为音乐,False,True,app
com.kl.hm.scjxkb.huawei,2,,unresolved,no safe mapping rule matched,False,False,unresolved
com.klgame.hm.qxwqmn.huawei,2,,unresolved,no safe mapping rule matched,False,False,unresolved
com.klingai.hmapp,2,,unresolved,no safe mapping rule matched,False,False,unresolved
com.kuake.rarharmony,2,,unresolved,no safe mapping rule matched,False,False,unresolved
com.kunpeng.ziticehm,2,,unresolved,no safe mapping rule matched,False,False,unresolved
com.lc.readio,2,,unresolved,no safe mapping rule matched,False,False,unresolved
com.ldxx.smartdyhm,2,,unresolved,no safe mapping rule matched,False,False,unresolved
com.lebo.cast.source,2,,unresolved,no safe mapping rule matched,False,False,unresolved
com.lianmao.hongmeng,2,,unresolved,no safe mapping rule matched,False,False,unresolved
com.libv.miaodis,2,,unresolved,no safe mapping rule matched,False,False,unresolved
com.longrise.lgoa,2,,unresolved,no safe mapping rule matched,False,False,unresolved
com.luo.superdrawerhos,2,,unresolved,no safe mapping rule matched,False,False,unresolved
com.luojilab.dedao,2,,unresolved,no safe mapping rule matched,False,False,unresolved
com.lwbedu.gkztc,2,,unresolved,no safe mapping rule matched,False,False,unresolved
com.magicalstory.cost.huawei,2,,unresolved,no safe mapping rule matched,False,False,unresolved
com.magicalstory.scanner.huawei,2,,unresolved,no safe mapping rule matched,False,False,unresolved
com.mao.app28,2,,unresolved,no safe mapping rule matched,False,False,unresolved
com.mao.app31,2,,unresolved,no safe mapping rule matched,False,False,unresolved
com.mao.fenzu,2,,unresolved,no safe mapping rule matched,False,False,unresolved
com.maoyan.hmovie,2,华为视频,category_fallback,recognized video; app_vocab.json has one candidate: 华为视频,False,True,app
com.maoying.maketableos,2,,unresolved,no safe mapping rule matched,False,False,unresolved
com.maoying.voiceos,2,,unresolved,no safe mapping rule matched,False,False,unresolved
com.meyer.meiya.yylx,2,,unresolved,no safe mapping rule matched,False,False,unresolved
com.michuang.ppttemplate.hm,2,,unresolved,no safe mapping rule matched,False,False,unresolved
com.miya.jingtousheji,2,,unresolved,no safe mapping rule matched,False,False,unresolved
com.miya.kafei,2,,unresolved,no safe mapping rule matched,False,False,unresolved
com.moyuan.creation,2,,unresolved,no safe mapping rule matched,False,False,unresolved
com.mutangtech.qianji.flthm,2,,unresolved,no safe mapping rule matched,False,False,unresolved
com.mxsjharmony.word,2,,unresolved,no safe mapping rule matched,False,False,unresolved
com.my.hmpptduck,2,,unresolved,no safe mapping rule matched,False,False,unresolved
com.netease.race,2,,unresolved,no safe mapping rule matched,False,False,unresolved
com.ohos.certmanager,2,,system,system/background service rule,True,False,system
com.ovital.ovitalmapHMPC,2,,unresolved,no safe mapping rule matched,False,False,unresolved
com.papegames.infinitynikki,2,,unresolved,no safe mapping rule matched,False,False,unresolved
com.pei.UniversalUnit,2,,unresolved,no safe mapping rule matched,False,False,unresolved
com.pinweishufa.pwsf.hm,2,,unresolved,no safe mapping rule matched,False,False,unresolved
com.qimo.app9,2,,unresolved,no safe mapping rule matched,False,False,unresolved
com.qimo.appdj27,2,,unresolved,no safe mapping rule matched,False,False,unresolved
com.qimo.appdj33,2,,unresolved,no safe mapping rule matched,False,False,unresolved
com.qimo.appdj67,2,,unresolved,no safe mapping rule matched,False,False,unresolved
com.qimo.appdj68,2,,unresolved,no safe mapping rule matched,False,False,unresolved
com.quark.clouddrive,2,,unresolved,no safe mapping rule matched,False,False,unresolved
com.salmon.notepad,2,备忘录,package_match,package contains notepad,False,True,app
com.saubcy.hos.historymap,2,,unresolved,no safe mapping rule matched,False,False,unresolved
com.sensee.soundechoesos,2,,unresolved,no safe mapping rule matched,False,False,unresolved
com.sfexpress.mainlandapp,2,,unresolved,no safe mapping rule matched,False,False,unresolved
com.shem.xiezsqharmony,2,,unresolved,no safe mapping rule matched,False,False,unresolved
com.shuge888.offphone.hos,2,,unresolved,no safe mapping rule matched,False,False,unresolved
com.smartcloud.lifetime,2,,unresolved,no safe mapping rule matched,False,False,unresolved
com.soulharbor.pixelartisan,2,,unresolved,no safe mapping rule matched,False,False,unresolved
com.taobao.movie.hongmeng,2,华为视频,category_fallback,recognized video; app_vocab.json has one candidate: 华为视频,False,True,app
com.taptap,2,,unresolved,no safe mapping rule matched,False,False,unresolved
com.tencent.tmgp.dfm,2,,unresolved,no safe mapping rule matched,False,False,unresolved
com.tietie.tie520,2,,unresolved,no safe mapping rule matched,False,False,unresolved
com.urumqi.btdebug,2,,unresolved,no safe mapping rule matched,False,False,unresolved
com.valvesoftware.android.steam.community,2,,unresolved,no safe mapping rule matched,False,False,unresolved
com.wanjunjs.pmp,2,,unresolved,no safe mapping rule matched,False,False,unresolved
com.wedobest.shudu.harm,2,,unresolved,no safe mapping rule matched,False,False,unresolved
com.wepie.huiwan.ohapp,2,,unresolved,no safe mapping rule matched,False,False,unresolved
com.wepie.snake.huawei.ohm,2,,unresolved,no safe mapping rule matched,False,False,unresolved
com.winlator,2,,unresolved,no safe mapping rule matched,False,False,unresolved
com.wm.aidraw.hm,2,,unresolved,no safe mapping rule matched,False,False,unresolved
com.wsgw.harmonyAPP,2,,unresolved,no safe mapping rule matched,False,False,unresolved
com.xiangshikeji.coffee_note,2,备忘录,category_fallback,recognized notes; app_vocab.json has one candidate: 备忘录,False,True,app
com.xiaobai.autoinstaller,2,,system,system/background service rule,True,False,system
com.xiaomi.smarthome,2,,unresolved,no safe mapping rule matched,False,False,unresolved
com.yafangwanhui.hongmeng,2,,unresolved,no safe mapping rule matched,False,False,unresolved
com.ycsh.pptcreator.hm,2,,unresolved,no safe mapping rule matched,False,False,unresolved
com.ygkj.chelaile.standard.har,2,,unresolved,no safe mapping rule matched,False,False,unresolved
com.ygsf.hmy,2,,unresolved,no safe mapping rule matched,False,False,unresolved
com.ykpass.hw.boaoclassroom,2,,unresolved,no safe mapping rule matched,False,False,unresolved
com.youyi.oppositehos,2,,unresolved,no safe mapping rule matched,False,False,unresolved
com.youyi.screenhos,2,,unresolved,no safe mapping rule matched,False,False,unresolved
com.yuchuang.xycscreencuthos,2,,unresolved,no safe mapping rule matched,False,False,unresolved
com.zhilian.zhaopin,2,,unresolved,no safe mapping rule matched,False,False,unresolved
com.zhongqi.apprdzq,2,,unresolved,no safe mapping rule matched,False,False,unresolved
com.zhuoyi.appstore.lite,2,,unresolved,no safe mapping rule matched,False,False,unresolved
com.zulong.yslzmharmonyos,2,,unresolved,no safe mapping rule matched,False,False,unresolved
com.zyyx.fsscyx.huawei,2,,unresolved,no safe mapping rule matched,False,False,unresolved
con.hmtp.xqq,2,,unresolved,no safe mapping rule matched,False,False,unresolved
czh.mindnode.app,2,,unresolved,no safe mapping rule matched,False,False,unresolved
dangniao.xiaofei.acterh,2,,unresolved,no safe mapping rule matched,False,False,unresolved
dlpoai.qwaicc.dcbqwh,2,,unresolved,no safe mapping rule matched,False,False,unresolved
hm.dmplp.xbdwan,2,,unresolved,no safe mapping rule matched,False,False,unresolved
jyfxx.sxbh.mkssc,2,,unresolved,no safe mapping rule matched,False,False,unresolved
net.xinhuamm.xhshos,2,小红书,package_match,package contains Xiaohongshu,False,True,app
riybvulc.com.adt,2,,unresolved,no safe mapping rule matched,False,False,unresolved
sany.dais.hyini,2,,unresolved,no safe mapping rule matched,False,False,unresolved
todo.hbtyapp.planhm,2,,unresolved,no safe mapping rule matched,False,False,unresolved
top.moonsprout.app,2,,unresolved,no safe mapping rule matched,False,False,unresolved
windows.netpower.audioconverterclient,2,,unresolved,no safe mapping rule matched,False,False,unresolved
windows.netpower.unzip,2,,unresolved,no safe mapping rule matched,False,False,unresolved
wubiTypingpass.huawei.jiandandian,2,,unresolved,no safe mapping rule matched,False,False,unresolved
x.fish.info,2,,unresolved,no safe mapping rule matched,False,False,unresolved
xjy.com.shici,2,,unresolved,no safe mapping rule matched,False,False,unresolved
xsdg.pixcakeai.comxsdg.pixcakeai.com:entry:PixWorkerAbility:0,2,哔哩哔哩,package_match,package contains Bilibili/Danmaku,False,True,app
xyz.luojunqi.zhengjianzhaoshengchengqi,2,,unresolved,no safe mapping rule matched,False,False,unresolved
app.superedu.nds,1,,unresolved,no safe mapping rule matched,False,False,unresolved
cc.naily.redis,1,,unresolved,no safe mapping rule matched,False,False,unresolved
cn.com.chsi.app,1,,unresolved,no safe mapping rule matched,False,False,unresolved
cn.com.wind.wft_pc,1,,unresolved,no safe mapping rule matched,False,False,unresolved
cn.eeo.hos.classin.pc,1,,unresolved,no safe mapping rule matched,False,False,unresolved
cn.guoxincloud.meeting,1,,unresolved,no safe mapping rule matched,False,False,unresolved
cn.maxlee.renpyplayer,1,亿图图示,package_match,package contains Edraw,False,True,app
cn.net.zhidian.liantigou.fsengineerhm,1,,unresolved,no safe mapping rule matched,False,False,unresolved
cn.polarz.insnapcn.polarz.insnap:entry:BackGroundAbility:0,1,,system,system/background service rule,True,False,system
cn.txteditor.bhkapp,1,,unresolved,no safe mapping rule matched,False,False,unresolved
cn.unipus.cloud.hm,1,,unresolved,no safe mapping rule matched,False,False,unresolved
cn.weilaihongtech.tanceqihm,1,,unresolved,no safe mapping rule matched,False,False,unresolved
cn.xdf.student,1,,unresolved,no safe mapping rule matched,False,False,unresolved
com.3vjia.clouddesign,1,,unresolved,no safe mapping rule matched,False,False,unresolved
com.JMComic3.app,1,,unresolved,no safe mapping rule matched,False,False,unresolved
com.WoodenStool.SectSimulator,1,,unresolved,no safe mapping rule matched,False,False,unresolved
com.a7m3p9xv.t6qk2z8.app,1,,unresolved,no safe mapping rule matched,False,False,unresolved
com.abglvcha.main,1,,unresolved,no safe mapping rule matched,False,False,unresolved
com.aeqkydk.mdfsofa,1,,unresolved,no safe mapping rule matched,False,False,unresolved
com.airssh.app,1,,unresolved,no safe mapping rule matched,False,False,unresolved
com.asiainfoSec.sdp.token,1,,unresolved,no safe mapping rule matched,False,False,unresolved
com.atomicservice.5765880207853636497,1,,system,system/background service rule,True,False,system
com.atomicservice.5765880207854357741,1,,system,system/background service rule,True,False,system
com.atomicservice.5765880207854816735,1,,system,system/background service rule,True,False,system
com.atomicservice.5765880207855239239,1,,system,system/background service rule,True,False,system
com.atomicservice.5765880207855388609,1,,system,system/background service rule,True,False,system
com.atomicservice.5765880207855418353,1,,system,system/background service rule,True,False,system
com.atomicservice.5765880207856132315,1,,system,system/background service rule,True,False,system
com.atomicservice.5765880207856147647,1,,system,system/background service rule,True,False,system
com.atomicservice.5765880207856197627,1,,system,system/background service rule,True,False,system
com.atomicservice.5765880207856344205,1,,system,system/background service rule,True,False,system
com.atomicservice.6917559496613238598,1,,system,system/background service rule,True,False,system
com.atomicservice.6917565679842611745,1,,system,system/background service rule,True,False,system
com.atomicservice.6917567030266182976,1,,system,system/background service rule,True,False,system
com.atomicservice.6917574974806264587,1,,system,system/background service rule,True,False,system
com.atomicservice.6917576915973641118,1,,system,system/background service rule,True,False,system
com.atomicservice.6917580809895154020,1,,system,system/background service rule,True,False,system
com.auramarker.zine,1,,unresolved,no safe mapping rule matched,False,False,unresolved
com.aurora.printerdriver,1,,system,system/background service rule,True,False,system
com.bjmf.hm.xsmxd.huawei,1,,unresolved,no safe mapping rule matched,False,False,unresolved
com.ble.helper.next,1,,unresolved,no safe mapping rule matched,False,False,unresolved
com.brianbaek.popstar.huawei,1,,unresolved,no safe mapping rule matched,False,False,unresolved
com.brother.mfc.mobileconnect.hm,1,,unresolved,no safe mapping rule matched,False,False,unresolved
com.car318.pdf.hw,1,,unresolved,no safe mapping rule matched,False,False,unresolved
com.carrot.carrotfantasy,1,,unresolved,no safe mapping rule matched,False,False,unresolved
com.cctv.hmnext.cctv5,1,,unresolved,no safe mapping rule matched,False,False,unresolved
com.chinapost.ems.emsapp,1,,unresolved,no safe mapping rule matched,False,False,unresolved
com.citics.xet,1,,unresolved,no safe mapping rule matched,False,False,unresolved
com.clipboard.manager,1,,unresolved,no safe mapping rule matched,False,False,unresolved
com.cmbchina.harmony,1,,unresolved,no safe mapping rule matched,False,False,unresolved
com.cmcm.cfwallpaper.hos,1,,unresolved,no safe mapping rule matched,False,False,unresolved
com.cmr.gaokaohm,1,,unresolved,no safe mapping rule matched,False,False,unresolved
com.cottongame.FrontierSpacehm.huawei,1,,unresolved,no safe mapping rule matched,False,False,unresolved
com.cwanhui.yqqhm,1,,unresolved,no safe mapping rule matched,False,False,unresolved
com.cyxjl.huawei,1,,unresolved,no safe mapping rule matched,False,False,unresolved
com.dbappsecurity.flkvpnclient,1,,unresolved,no safe mapping rule matched,False,False,unresolved
com.deepsdskai.xumggk.hm,1,,unresolved,no safe mapping rule matched,False,False,unresolved
com.dev.maskdatinghm,1,,unresolved,no safe mapping rule matched,False,False,unresolved
com.develop.opensource.CrossShellNext,1,,unresolved,no safe mapping rule matched,False,False,unresolved
com.develop.opensource.meldnext,1,,unresolved,no safe mapping rule matched,False,False,unresolved
com.develop.opensource.ohdpc.jdk.bishengjdk8,1,,unresolved,no safe mapping rule matched,False,False,unresolved
com.dingtalk.hmos,1,钉钉,package_match,package contains DingTalk,False,True,app
com.dingtalk.hmos.pc:meeting,1,钉钉,alias,explicit process alias: com.dingtalk.hmos.pc,False,True,app
com.dji.hm.home,1,,unresolved,no safe mapping rule matched,False,False,unresolved
com.dji.store,1,,unresolved,no safe mapping rule matched,False,False,unresolved
com.drcom.DuoDian,1,,unresolved,no safe mapping rule matched,False,False,unresolved
com.eusoft.frhelper,1,,unresolved,no safe mapping rule matched,False,False,unresolved
com.example.app_06,1,,unresolved,no safe mapping rule matched,False,False,unresolved
com.example.barragetool,1,,unresolved,no safe mapping rule matched,False,False,unresolved
com.example.instructionmagic,1,,unresolved,no safe mapping rule matched,False,False,unresolved
com.example.llynh,1,,unresolved,no safe mapping rule matched,False,False,unresolved
com.example.myproject1,1,,unresolved,no safe mapping rule matched,False,False,unresolved
com.example.typing,1,,unresolved,no safe mapping rule matched,False,False,unresolved
com.example.xuhongxiang.andriodpiano.hm,1,,unresolved,no safe mapping rule matched,False,False,unresolved
com.feelingtouch.zfsniper.hm.huawei,1,,unresolved,no safe mapping rule matched,False,False,unresolved
com.fengweisoft.bluetools,1,,unresolved,no safe mapping rule matched,False,False,unresolved
com.fghmz.mztuy,1,,unresolved,no safe mapping rule matched,False,False,unresolved
com.gotokeep.hm.keep,1,,unresolved,no safe mapping rule matched,False,False,unresolved
com.guoqi.testdanmu,1,,unresolved,no safe mapping rule matched,False,False,unresolved
com.haidii.wys_lwddgjyycd_8027,1,,unresolved,no safe mapping rule matched,False,False,unresolved
com.haier.uhome.uplus.hm,1,,unresolved,no safe mapping rule matched,False,False,unresolved
com.haobuhao.kuaitutuhm,1,,unresolved,no safe mapping rule matched,False,False,unresolved
com.hcp.ieltsbrohos,1,,unresolved,no safe mapping rule matched,False,False,unresolved
com.hfnwk.xirviolationcheckharmony,1,,unresolved,no safe mapping rule matched,False,False,unresolved
com.hg.titp2,1,,unresolved,no safe mapping rule matched,False,False,unresolved
com.higo.higomid,1,,unresolved,no safe mapping rule matched,False,False,unresolved
com.hl0109.webedit,1,,unresolved,no safe mapping rule matched,False,False,unresolved
com.hls.nasplayerplus,1,华为视频,category_fallback,recognized video; app_vocab.json has one candidate: 华为视频,False,True,app
com.hm.paperyy,1,,unresolved,no safe mapping rule matched,False,False,unresolved
com.hmzhongan.insurance,1,,unresolved,no safe mapping rule matched,False,False,unresolved
com.hnch.hymc.harm,1,,unresolved,no safe mapping rule matched,False,False,unresolved
com.huawei.devecostudio:324de6d2-63d3-4713-95d7-399b6041419d,1,悟空图像,alias,explicit process alias: com.huawei.devecostudio,False,True,app
com.huawei.devecostudio:cd5bab5c-e014-4c02-bff4-5301778d16e8,1,悟空图像,alias,explicit process alias: com.huawei.devecostudio,False,True,app
com.huawei.devecostudiocom.huawei.devecostudio:entry:BackgroundAbility:1,1,悟空图像,alias,explicit process alias: com.huawei.devecostudio,False,True,app
com.huawei.devecostudiocom.huawei.devecostudio:entry:BackgroundAbility:16,1,悟空图像,alias,explicit process alias: com.huawei.devecostudio,False,True,app
com.huawei.devecostudiocom.huawei.devecostudio:entry:BackgroundAbility:2,1,悟空图像,alias,explicit process alias: com.huawei.devecostudio,False,True,app
com.huawei.hmos.pcsettings,1,,system,system/background service rule,True,False,system
com.huawei.hmos.vassistant:MiniMain,1,,system,system/background service rule,True,False,system
com.huawei.qtelectron,1,,unresolved,no safe mapping rule matched,False,False,unresolved
com.huoshandizhen.baby,1,,unresolved,no safe mapping rule matched,False,False,unresolved
com.hwohos.scrap.hw,1,,unresolved,no safe mapping rule matched,False,False,unresolved
com.hxyuand28.hmapp,1,,unresolved,no safe mapping rule matched,False,False,unresolved
com.hypergryph.arknights,1,,unresolved,no safe mapping rule matched,False,False,unresolved
com.iflytek.zhixue.tch,1,,unresolved,no safe mapping rule matched,False,False,unresolved
com.ihuman.recite,1,,unresolved,no safe mapping rule matched,False,False,unresolved
com.imgo.pad,1,,unresolved,no safe mapping rule matched,False,False,unresolved
com.jd.app.reader.hos,1,,unresolved,no safe mapping rule matched,False,False,unresolved
com.jdapi.cihai,1,,unresolved,no safe mapping rule matched,False,False,unresolved
com.jesse.inspirationmelody.hos,1,,unresolved,no safe mapping rule matched,False,False,unresolved
com.jhyan.yanhm,1,,unresolved,no safe mapping rule matched,False,False,unresolved
com.jiaweikang.one18,1,,unresolved,no safe mapping rule matched,False,False,unresolved
com.kankanews.kankanxinwen.hm,1,,unresolved,no safe mapping rule matched,False,False,unresolved
com.kaoba.testpaperhm,1,,unresolved,no safe mapping rule matched,False,False,unresolved
com.kekenet.english,1,,unresolved,no safe mapping rule matched,False,False,unresolved
com.kugou.android.lite,1,,unresolved,no safe mapping rule matched,False,False,unresolved
com.kunpeng.bluefonthm,1,,unresolved,no safe mapping rule matched,False,False,unresolved
com.kurogame.mingchao,1,,unresolved,no safe mapping rule matched,False,False,unresolved
com.lcapps.fastplayer,1,华为视频,category_fallback,recognized video; app_vocab.json has one candidate: 华为视频,False,True,app
