process_name,event_count,mapped_app,mapping_type,mapping_reason,is_system,is_in_target_vocab,type
com.leijian.yqhm,1,,unresolved,no safe mapping rule matched,False,False,unresolved
com.liangjie.camfusion,1,,unresolved,no safe mapping rule matched,False,False,unresolved
com.lilian.ayudao,1,,unresolved,no safe mapping rule matched,False,False,unresolved
com.liquid.editor,1,,unresolved,no safe mapping rule matched,False,False,unresolved
com.liubaiagcc.assistant,1,,unresolved,no safe mapping rule matched,False,False,unresolved
com.liunian.zitiku,1,,unresolved,no safe mapping rule matched,False,False,unresolved
com.liuzho.file.explorer.hmos,1,,unresolved,no safe mapping rule matched,False,False,unresolved
com.lixiangdong.videocutter.hm,1,华为视频,category_fallback,recognized video; app_vocab.json has one candidate: 华为视频,False,True,app
com.magicalstory.files.huawei,1,,unresolved,no safe mapping rule matched,False,False,unresolved
com.magicalstory.picture.huawei,1,,unresolved,no safe mapping rule matched,False,False,unresolved
com.magicalstory.player.huawei,1,华为视频,category_fallback,recognized video; app_vocab.json has one candidate: 华为视频,False,True,app
com.meimei.zhuilang,1,,unresolved,no safe mapping rule matched,False,False,unresolved
com.meituan.takeaway,1,,unresolved,no safe mapping rule matched,False,False,unresolved
com.microsoft.emmx,1,,unresolved,no safe mapping rule matched,False,False,unresolved
com.miga.world.os.huawei,1,,unresolved,no safe mapping rule matched,False,False,unresolved
com.mikannqaq.ohcode,1,,unresolved,no safe mapping rule matched,False,False,unresolved
com.mike.koutu2,1,,unresolved,no safe mapping rule matched,False,False,unresolved
com.minitools.miniwidget.hos,1,,unresolved,no safe mapping rule matched,False,False,unresolved
com.mockingbot.desktop,1,,unresolved,no safe mapping rule matched,False,False,unresolved
com.mrliang.notes,1,备忘录,category_fallback,recognized notes; app_vocab.json has one candidate: 备忘录,False,True,app
com.mt.meitu.wink,1,,unresolved,no safe mapping rule matched,False,False,unresolved
com.mxbc.mxsa_oh,1,,unresolved,no safe mapping rule matched,False,False,unresolved
com.netease.dfjs.huawei,1,,unresolved,no safe mapping rule matched,False,False,unresolved
com.netease.l10,1,,unresolved,no safe mapping rule matched,False,False,unresolved
com.nutpi.OnsenUI,1,,unresolved,no safe mapping rule matched,False,False,unresolved
com.pantum.hm.oneClickInstall,1,,unresolved,no safe mapping rule matched,False,False,unresolved
com.papegames.lysk.cn.huawei,1,,unresolved,no safe mapping rule matched,False,False,unresolved
com.pla.dailyharmonyos,1,,unresolved,no safe mapping rule matched,False,False,unresolved
com.ppf.myquizbank,1,,unresolved,no safe mapping rule matched,False,False,unresolved
com.pplive.hwapp,1,,unresolved,no safe mapping rule matched,False,False,unresolved
com.pz.jianli,1,,unresolved,no safe mapping rule matched,False,False,unresolved
com.qisi.soundmanager,1,,unresolved,no safe mapping rule matched,False,False,unresolved
com.quark.scankingohos,1,,unresolved,no safe mapping rule matched,False,False,unresolved
com.qxhms.bookingagent,1,,unresolved,no safe mapping rule matched,False,False,unresolved
com.qxhms.gasoperator,1,,unresolved,no safe mapping rule matched,False,False,unresolved
com.rainzhuhai.wendu,1,,unresolved,no safe mapping rule matched,False,False,unresolved
com.sankuai.xmpp.hm,1,,unresolved,no safe mapping rule matched,False,False,unresolved
com.sanway.ecoengine:releaseiso,1,,unresolved,no safe mapping rule matched,False,False,unresolved
com.sgabg.tomatoclock,1,,unresolved,no safe mapping rule matched,False,False,unresolved
com.sgmw.wuling,1,,unresolved,no safe mapping rule matched,False,False,unresolved
com.shanbay.kaoyan,1,,unresolved,no safe mapping rule matched,False,False,unresolved
com.shandong.myqipu.qp2,1,,unresolved,no safe mapping rule matched,False,False,unresolved
com.shanhu.baby,1,,unresolved,no safe mapping rule matched,False,False,unresolved
com.shuyuan.umarkall,1,,unresolved,no safe mapping rule matched,False,False,unresolved
com.silence.animalMB,1,,unresolved,no safe mapping rule matched,False,False,unresolved
com.singxie.notebookhw,1,备忘录,category_fallback,recognized notes; app_vocab.json has one candidate: 备忘录,False,True,app
com.sirius.timeassistant,1,,unresolved,no safe mapping rule matched,False,False,unresolved
com.sobot.chathm,1,,unresolved,no safe mapping rule matched,False,False,unresolved
com.sparkgame.MiniWorldRoyale,1,,unresolved,no safe mapping rule matched,False,False,unresolved
com.ss.android.ugc.livelite,1,,unresolved,no safe mapping rule matched,False,False,unresolved
com.ss.hm.ugc.sicily_cm,1,剪映,alias,explicit process alias: com.ss.hm.ugc.sicily_cm,False,True,app
com.sumscope.qeubee.terminal.hm,1,,unresolved,no safe mapping rule matched,False,False,unresolved
com.superacme.shenmou,1,,unresolved,no safe mapping rule matched,False,False,unresolved
com.supermaket.huawei,1,,unresolved,no safe mapping rule matched,False,False,unresolved
com.tangsong.mengbao,1,,unresolved,no safe mapping rule matched,False,False,unresolved
com.taole.pisces.hm,1,,unresolved,no safe mapping rule matched,False,False,unresolved
com.tencent.tmgp.osgame,1,,unresolved,no safe mapping rule matched,False,False,unresolved
com.tlntin.sonawave,1,,unresolved,no safe mapping rule matched,False,False,unresolved
com.toshiba.toshibaprinter,1,,unresolved,no safe mapping rule matched,False,False,unresolved
com.twx.zip.harmonyapp,1,,unresolved,no safe mapping rule matched,False,False,unresolved
com.ultralisk.game152.hm.huawei,1,,unresolved,no safe mapping rule matched,False,False,unresolved
com.umetrip.hm.app,1,,unresolved,no safe mapping rule matched,False,False,unresolved
com.vivo.vivotws,1,,unresolved,no safe mapping rule matched,False,False,unresolved
com.wanqu.shop,1,,unresolved,no safe mapping rule matched,False,False,unresolved
com.weatherbb.hm,1,,unresolved,no safe mapping rule matched,False,False,unresolved
com.wedobest.fivechess.harm,1,,unresolved,no safe mapping rule matched,False,False,unresolved
com.wedobest.llk.harm,1,,unresolved,no safe mapping rule matched,False,False,unresolved
com.wenj91.pixel,1,,unresolved,no safe mapping rule matched,False,False,unresolved
com.wingsluo.AIHome,1,,unresolved,no safe mapping rule matched,False,False,unresolved
com.wlq.tbxharmony,1,,unresolved,no safe mapping rule matched,False,False,unresolved
com.wsitopohw.formatconvert,1,,unresolved,no safe mapping rule matched,False,False,unresolved
com.wujie.connect.huawei,1,,unresolved,no safe mapping rule matched,False,False,unresolved
com.wyxinsheng.PPT.hm,1,,unresolved,no safe mapping rule matched,False,False,unresolved
com.xcz.huawei,1,,unresolved,no safe mapping rule matched,False,False,unresolved
com.xia.excel,1,,unresolved,no safe mapping rule matched,False,False,unresolved
com.xiaoe.merchant.huawei,1,,unresolved,no safe mapping rule matched,False,False,unresolved
com.xiaohoumengqi.pinyinhm,1,,unresolved,no safe mapping rule matched,False,False,unresolved
com.xiaoqieyy.huawei,1,,unresolved,no safe mapping rule matched,False,False,unresolved
com.xin.poem,1,,unresolved,no safe mapping rule matched,False,False,unresolved
com.xingyueldh.cantonesestory,1,,unresolved,no safe mapping rule matched,False,False,unresolved
com.xinmang.unzip.hm,1,,unresolved,no safe mapping rule matched,False,False,unresolved
com.xiyao.inshow,1,,unresolved,no safe mapping rule matched,False,False,unresolved
com.xjs.ehviewer,1,,unresolved,no safe mapping rule matched,False,False,unresolved
com.xlsoftware.camera,1,,unresolved,no safe mapping rule matched,False,False,unresolved
com.xmgod.skillup,1,,unresolved,no safe mapping rule matched,False,False,unresolved
com.xmgod.studentarithmetic,1,,unresolved,no safe mapping rule matched,False,False,unresolved
com.xueersi.ohparentsmeeting,1,,unresolved,no safe mapping rule matched,False,False,unresolved
com.xuq.led.nos,1,,unresolved,no safe mapping rule matched,False,False,unresolved
com.yaerxing.fkst,1,,unresolved,no safe mapping rule matched,False,False,unresolved
com.yingyu.chuti.hw,1,,unresolved,no safe mapping rule matched,False,False,unresolved
com.yinwang.qiankunapp.hm,1,,unresolved,no safe mapping rule matched,False,False,unresolved
com.youzm.ltraining.oohos,1,,unresolved,no safe mapping rule matched,False,False,unresolved
com.ypnet.officehm,1,WPS,category_fallback,recognized office; app_vocab.json has one candidate: WPS,False,True,app
com.ysdq.hos,1,,unresolved,no safe mapping rule matched,False,False,unresolved
com.yxt.hm.phoenix,1,,unresolved,no safe mapping rule matched,False,False,unresolved
com.yydwlxqcy66.cs,1,,unresolved,no safe mapping rule matched,False,False,unresolved
com.yyzy.huaweihap,1,,unresolved,no safe mapping rule matched,False,False,unresolved
com.yz.yzbaiwaoh,1,,unresolved,no safe mapping rule matched,False,False,unresolved
com.zbj.zhouse.hm,1,,unresolved,no safe mapping rule matched,False,False,unresolved
com.zouqi.qingfeng.hm,1,,unresolved,no safe mapping rule matched,False,False,unresolved
com.zuichang.hm.wzzyygj,1,,unresolved,no safe mapping rule matched,False,False,unresolved
com.zuoyebang.hm.airclass,1,,unresolved,no safe mapping rule matched,False,False,unresolved
cscec.com.cn.cscecZS.treasury,1,,unresolved,no safe mapping rule matched,False,False,unresolved
hos.cn.com.langeasy.qtyy,1,,unresolved,no safe mapping rule matched,False,False,unresolved
lany.suan.fazs,1,,unresolved,no safe mapping rule matched,False,False,unresolved
litegamelauncher1,1,,system,system/background service rule,True,False,system
local.sond.action,1,,unresolved,no safe mapping rule matched,False,False,unresolved
me.veer.tool,1,,unresolved,no safe mapping rule matched,False,False,unresolved
net.ai.mimu,1,,unresolved,no safe mapping rule matched,False,False,unresolved
net.dawuxia.blackhil,1,,unresolved,no safe mapping rule matched,False,False,unresolved
ooon.mnbg.hgrt,1,,unresolved,no safe mapping rule matched,False,False,unresolved
org.tinghood.TpsForMobile.huawei.hos,1,,unresolved,no safe mapping rule matched,False,False,unresolved
org.xbstudio.homl,1,,unresolved,no safe mapping rule matched,False,False,unresolved
pro.cat.dfga,1,,unresolved,no safe mapping rule matched,False,False,unresolved
tuoyan.com.xinghuo_daying,1,,unresolved,no safe mapping rule matched,False,False,unresolved
tv.danmaku.bilibilihd,1,哔哩哔哩,alias,explicit process alias: tv.danmaku.bilibilihd,False,True,app
wcy1013.furina.HUAWEI,1,,unresolved,no safe mapping rule matched,False,False,unresolved
xkkj.uni.UNI9D507E5,1,,unresolved,no safe mapping rule matched,False,False,unresolved
xkkj.uni.UNIF96137B,1,,unresolved,no safe mapping rule matched,False,False,unresolved
xsdg.pixcakeai.comxsdg.pixcakeai.com:entry:PixWorkerAbility:1,1,哔哩哔哩,package_match,package contains Bilibili/Danmaku,False,True,app
xsdg.pixcakeai.comxsdg.pixcakeai.com:entry:PixWorkerAbility:2,1,哔哩哔哩,package_match,package contains Bilibili/Danmaku,False,True,app
zouqrysw.com.yyds,1,,unresolved,no safe mapping rule matched,False,False,unresolved
zy.zhangyuelvshifalvzixun.com,1,,unresolved,no safe mapping rule matched,False,False,unresolved
zy.zhenlvfalvzixun.law,1,,unresolved,no safe mapping rule matched,False,False,unresolved
